,carat,cut_ord,clarity_ord,Predicted Price,cut,color,clarity
2690,0.5,4,3,1253.43,Premium,F,SI1
2691,0.41,3,2,722.38,Very Good,E,SI1
2692,1.5,4,5,13884.77,Premium,F,VS2
2693,0.51,3,3,1057.0,Very Good,I,SI1
2694,0.7,5,7,2602.67,Ideal,H,WS1
2695,0.36,5,3,559.67,Ideal,F,SI1
2696,0.77,4,3,2935.5,Premium,E,VS2
2697,0.7,2,2,2214.4,Good,D,SI2
2698,0.46,5,2,870.0,Ideal,E,SI2
2699,0.95,2,6,6488.0,Ideal,F,VVS2
2700,0.83,5,4,4989.0,Ideal,G,VS1
2701,0.7,3,4,2583.23,Good,G,VS1
2702,1.14,3,2,4935.0,Very Good,G,SI2
2703,1.18,2,2,5593.0,Good,D,SI2
2704,0.33,5,7,938.48,Ideal,G,WS1
2705,0.23,5,2,486.0,Ideal,E,SI2
2706,0.92,5,2,4131.0,Ideal,E,SI2
2707,0.33,5,3,655.6,Ideal,E,SI1
2708,1.05,3,7,11330.5,Very Good,E,WS1
2709,0.52,5,5,1694.46,Ideal,F,VS2
2710,1.18,4,5,7137.0,Premium,G,VS2
2711,1.07,4,5,5155.75,Premium,H,VS2
2712,1.02,3,5,6279.4,Very Good,G,VS2
2713,1.52,4,4,13497.33,Premium,G,VS1
2714,0.31,5,4,759.33,Ideal,F,VS1
2715,1.2,4,3,4717.33,Premium,J,SI1
2716,0.32,4,3,618.33,Premium,F,SI1
2717,0.7,4,5,2245.67,Premium,H,I1
2718,0.35,5,5,875.67,Ideal,E,I1
2719,0.51,5,4,1697.81,Ideal,G,VS1
2720,1.05,5,3,5321.6,Ideal,G,SI1
2721,0.35,5,3,739.57,Ideal,E,SI1
2722,0.31,4,5,488.0,Premium,J,VS2
2723,0.3,5,8,489.0,Ideal,J,IF
2724,0.61,5,6,3186.0,Ideal,D,VVS2
2725,0.6,4,3,1941.6,Premium,D,SI1
2726,0.35,3,5,628.25,Good,G,I1
2727,0.51,5,4,1697.81,Ideal,G,VS1
2728,0.71,5,4,3408.39,Ideal,F,VS1
2729,1.11,4,3,5119.0,Premium,H,SI1
2730,0.33,5,6,999.25,Ideal,D,VVS2
2731,0.7,5,5,2988.59,Ideal,E,I1
2732,1.2,5,6,10472.0,Ideal,G,VVS2
2733,0.31,5,3,550.83,Ideal,G,SI1
2734,0.36,5,3,559.67,Ideal,F,SI1
2735,0.91,3,3,3948.38,Very Good,F,SI1
2736,1.0,3,5,6233.55,Very Good,E,VS2
2737,0.9,3,4,4449.0,Very Good,E,VS1
2738,0.52,4,7,2514.0,Premium,E,WS1
2739,1.06,5,6,8309.2,Ideal,G,VVS2
2740,0.31,2,5,651.0,Good,E,VS2
2741,0.7,5,3,2389.08,Ideal,H,SI1
2742,1.23,5,2,5292.0,Ideal,F,SI2
2743,0.52,5,5,1489.43,Ideal,H,VS2
2744,0.31,4,5,721.83,Premium,F,VS2
2745,1.0,3,8,10245.67,Very Good,F,IF
2746,0.3,3,4,525.0,Very Good,I,VS1
2747,1.27,5,3,6759.33,Ideal,H,SI1
2748,0.26,5,4,464.4,Ideal,H,VS1
2749,0.71,4,3,2489.36,Premium,F,SI1
2750,0.5,2,3,1151.8,Good,F,SI1
2751,0.34,4,4,708.67,Premium,H,VS1
2752,1.02,4,5,6395.5,Premium,F,VS2
2753,1.51,3,4,13352.8,Very Good,G,VS1
2754,1.08,3,7,6504.0,Very Good,H,WS1
2755,1.16,1,2,4717.0,Fair,H,SI2
2756,0.91,3,5,4099.5,Very Good,H,VS2
2757,1.33,4,2,5765.0,Premium,I,SI2
2758,0.92,3,3,4253.0,Very Good,D,SI1
2759,0.46,5,8,1697.83,Ideal,G,IF
2760,0.33,4,4,784.54,Premium,G,VS1
2761,1.01,4,2,4386.47,Premium,E,SI2
2762,1.04,4,2,4637.17,Premium,D,SI2
2763,0.73,5,6,3463.0,Ideal,H,VVS2
2764,0.42,4,5,987.0,Premium,G,VS2
2765,0.46,1,4,930.33,Fair,I,VS1
2766,0.78,1,2,1967.0,Fair,G,SI2
2767,1.0,4,5,6217.4,Premium,F,VS2
2768,0.71,5,8,3739.0,Ideal,G,IF
2769,0.33,4,5,619.0,Premium,H,VS2
2770,0.71,4,3,2489.36,Premium,F,SI1
2771,0.91,4,2,3575.6,Premium,F,SI1
2772,2.23,4,5,15465.0,Fair,J,VS2
2773,0.7,5,5,2975.0,Ideal,D,I1
2774,1.13,4,4,4702.0,Premium,J,VS1
2775,1.75,5,5,9639.0,Ideal,J,VS2
2776,1.21,4,3,6076.71,Premium,H,SI1
2777,0.7,3,5,2544.94,Good,D,I1
2778,1.01,2,3,4688.0,Good,F,SI1
2779,0.36,5,5,626.57,Ideal,H,VS2
2780,0.72,3,2,2565.25,Very Good,E,SI1
2781,1.62,3,5,10669.0,Very Good,I,VS2
2782,1.19,5,6,10436.0,Ideal,D,IF
2783,1.01,3,3,4629.31,Very Good,G,SI1
2784,0.7,4,4,3209.6,Premium,D,VS1
2785,1.03,5,5,6930.78,Ideal,F,VS2
2786,0.54,1,3,1114.0,Fair,F,SI1
2787,0.9,3,2,3575.63,Very Good,F,SI2
2788,0.4,5,8,1114.75,Ideal,H,IF
2789,0.51,4,5,1463.29,Premium,G,VS2
2790,0.53,4,5,1822.17,Premium,E,VS2
2791,0.5,4,5,1656.87,Premium,E,VS2
2792,0.36,5,3,686.89,Ideal,E,SI1
2793,0.64,2,3,2258.0,Good,D,SI1
2794,0.9,5,7,5626.33,Ideal,G,WS1
2795,0.35,5,3,755.33,Ideal,D,SI1
2796,0.3,2,6,738.0,Good,G,VVS2
2797,1.0,4,3,5648.6,Premium,D,SI1
2798,0.59,5,3,1619.25,Ideal,G,SI1
2799,0.71,2,2,2091.67,Good,E,SI2
2800,0.7,3,4,3275.09,Good,D,VS1
2801,0.31,4,3,509.0,Premium,I,SI1
2802,1.57,5,3,11977.5,Ideal,F,SI1
2803,0.9,5,3,4102.0,Ideal,G,SI1
2804,0.59,5,3,1772.89,Ideal,D,SI1
2805,0.26,3,4,418.0,Very Good,G,VS1
2806,0.41,5,6,1205.76,Ideal,E,VVS2
2807,0.4,3,4,863.17,Very Good,G,VS1
2808,0.53,3,5,1698.38,Very Good,E,VS2
2809,0.7,5,3,2174.62,Ideal,H,SI1
2810,0.32,4,3,654.21,Premium,D,SI1
2811,0.7,2,4,2737.89,Good,D,VS1
2812,0.7,3,5,2754.16,Good,E,I1
2813,0.9,2,3,3640.47,Good,G,SI1
2814,0.33,4,5,688.58,Premium,G,VS2
2815,1.15,2,2,3403.0,Good,J,SI2
2816,1.01,3,5,6557.68,Very Good,E,VS2
2817,0.32,5,8,695.83,Ideal,I,IF
2818,2.33,3,2,18508.0,Very Good,H,SI2
2819,0.79,3,3,2095.0,Very Good,I,SI1
2820,1.21,5,3,6352.67,Ideal,H,SI1
2821,0.75,3,3,2547.0,Very Good,G,SI1
2822,0.4,5,3,663.5,Ideal,I,SI1
2823,1.23,2,4,5562.0,Good,I,VS1
2824,1.08,4,3,4485.0,Premium,G,SI1
2825,0.28,3,4,480.43,Very Good,E,VS1
2826,0.54,3,5,1617.33,Very Good,F,VS2
2827,1.09,4,5,6670.75,Premium,G,VS2
2828,0.28,3,6,607.57,Very Good,E,VVS2
2829,1.2,4,2,5736.25,Premium,F,SI2
2830,1.0,5,3,5455.36,Ideal,E,SI1
2831,0.36,5,3,559.67,Ideal,F,SI1
2832,0.6,3,3,1607.6,Very Good,F,SI1
2833,1.71,4,3,12338.0,Premium,H,SI1
2834,0.33,5,5,807.38,Ideal,E,VS2
2835,0.3,5,7,886.18,Ideal,E,WS1
2836,0.71,5,2,2556.08,Ideal,D,SI2
2837,0.31,5,8,898.0,Ideal,G,IF
2838,0.32,5,6,890.64,Ideal,E,VVS2
2839,0.66,5,3,1858.0,Ideal,H,SI1
2840,1.5,2,2,8380.25,Good,D,SI2
2841,0.38,4,5,779.2,Premium,H,VS2
2842,1.22,4,5,8154.33,Fair,F,VS2
2843,1.53,3,4,9896.0,Very Good,H,VS1
2844,0.3,5,3,469.83,Ideal,H,SI1
2845,1.79,4,5,16879.0,Premium,G,VS2
2846,1.02,5,1,2872.0,Ideal,I,I1
2847,0.3,5,6,699.22,Ideal,F,VVS2
2848,0.75,5,3,3036.5,Ideal,G,SI1
2849,0.54,5,3,1412.75,Ideal,G,SI1
2850,0.7,1,2,2038.83,Fair,D,SI2
2851,1.25,5,3,7110.0,Ideal,H,SI1
2852,0.82,5,3,3314.0,Ideal,I,SI1
2853,1.01,3,5,6411.34,Very Good,F,VS2
2854,1.15,3,2,4635.25,Very Good,H,SI2
2855,1.67,5,5,17194.0,Ideal,F,VS2
2856,1.01,3,5,6557.68,Very Good,E,VS2
2857,0.39,3,5,897.0,Very Good,E,VS2
2858,1.22,5,4,6608.33,Ideal,I,VS1
2859,1.01,2,3,4833.97,Good,E,SI1
2860,2.0,3,5,16122.75,Very Good,I,VS2
2861,0.54,5,5,1966.73,Ideal,D,VS2
2862,0.9,4,3,2962.33,Premium,J,SI1
2863,0.32,3,3,629.0,Very Good,E,SI1
2864,0.54,3,3,1443.67,Very Good,F,SI1
2865,0.5,4,3,1532.62,Premium,D,SI1
2866,1.51,4,6,8930.0,Premium,J,VVS2
2867,1.01,3,5,5056.4,Very Good,H,VS2
2868,0.77,2,2,2653.5,Good,D,SI2
2869,0.7,1,2,2103.25,Fair,E,SI2
2870,0.31,5,5,745.53,Ideal,E,VS2
2871,2.18,4,2,13355.0,Premium,J,SI2
2872,0.3,3,4,440.12,Very Good,J,VS1
2873,0.53,5,3,1723.25,Ideal,D,SI1
2874,0.9,3,3,4021.49,Very Good,F,SI1
2875,1.13,5,3,5119.0,Ideal,H,SI1
2876,0.4,4,2,768.75,Premium,D,SI2
2877,0.5,3,5,1698.06,Very Good,D,VS2
2878,0.37,5,7,1159.75,Ideal,F,WS1
2879,1.12,3,5,4914.0,Very Good,I,VS2
2880,1.28,5,3,6175.0,Ideal,G,SI1
2881,0.66,3,7,4163.25,Very Good,E,WS1
2882,0.71,2,3,2203.8,Good,H,SI1
2883,0.4,4,4,895.88,Premium,H,VS1
2884,1.28,5,3,6759.33,Ideal,H,SI1
2885,0.42,4,2,830.0,Premium,E,SI2
2886,1.0,3,2,4208.7,Very Good,H,SI2
2887,0.41,4,4,944.47,Premium,F,VVS2
2888,0.52,3,4,1286.0,Very Good,I,VS1
2889,0.46,5,7,1405.67,Ideal,G,WS1
2890,1.5,3,5,7440.67,Very Good,J,VS2
2891,1.13,3,5,4348.0,Very Good,I,VS2
2892,0.3,3,3,445.14,Very Good,I,SI1
2893,2.0,3,2,16102.67,Very Good,E,SI2
2894,1.68,5,5,11086.0,Ideal,I,VS2
2895,0.3,5,3,629.39,Ideal,D,SI1
2896,0.81,4,4,3288.5,Premium,G,VS1
2897,0.35,3,3,614.0,Good,E,SI1
2898,1.54,5,2,10275.0,Ideal,D,SI2
2899,0.32,5,7,786.8,Ideal,H,WS1
2900,0.9,5,3,4730.5,Ideal,E,SI1
2901,0.79,5,4,2800.0,Ideal,I,VVS2
2902,0.5,5,2,1243.0,Ideal,D,SI2
2903,1.09,5,3,6392.0,Ideal,E,SI1
2904,0.33,3,5,675.25,Very Good,E,VS2
2905,0.38,2,5,781.33,Good,F,VS2
2906,0.31,5,5,745.53,Ideal,E,VS2
2907,1.21,3,2,5461.0,Very Good,G,SI2
2908,1.19,5,2,5710.0,Ideal,E,SI2
2909,0.55,5,6,2008.22,Ideal,G,VVS2
2910,0.7,5,3,2551.57,Ideal,D,SI1
2911,0.39,3,7,908.0,Very Good,G,WS1
2912,1.66,5,2,7464.0,Ideal,J,SI2
2913,1.1,5,3,5118.0,Ideal,I,SI1
2914,1.21,3,2,5461.0,Very Good,G,SI2
2915,0.3,3,4,647.12,Very Good,E,VS1
2916,0.86,2,2,2967.0,Good,G,SI2
2917,0.3,5,4,664.33,Ideal,G,VS1
2918,1.22,5,4,8868.0,Ideal,G,VS1
2919,0.3,4,3,622.41,Premium,E,SI1
2920,1.2,5,4,8910.29,Ideal,G,VS1
2921,0.31,5,7,746.5,Ideal,H,WS1
2922,2.01,3,5,16242.22,Very Good,I,VS2
2923,0.37,5,3,469.0,Ideal,J,SI1
2924,0.31,4,4,885.91,Premium,E,VS1
2925,0.3,5,3,514.83,Ideal,F,SI1
2926,0.31,5,6,791.67,Ideal,F,VVS2
2927,0.27,3,7,582.0,Very Good,F,WS1
2928,0.32,5,6,905.09,Ideal,D,VVS2
2929,0.33,5,8,887.57,Ideal,H,IF
2930,1.86,3,2,11520.0,Very Good,H,SI2
2931,0.72,5,4,3049.75,Ideal,H,VVS2
2932,1.05,5,3,5402.17,Ideal,H,SI1
2933,1.02,4,5,5965.69,Premium,G,VS2
2934,1.04,3,3,5675.5,Very Good,E,SI1
2935,0.95,3,6,3746.0,Very Good,J,VVS2
2936,0.3,5,6,651.54,Ideal,H,VVS2
2937,0.27,3,4,439.0,Very Good,G,VS1
2938,0.32,4,5,733.57,Premium,F,VS2
2939,1.28,5,3,6175.0,Ideal,G,SI1
2940,1.31,4,3,9331.0,Premium,F,SI1
2941,0.3,4,3,622.41,Premium,E,SI1
2942,1.51,5,4,9490.0,Ideal,I,VS1
2943,0.36,5,5,910.9,Ideal,E,VS2
2944,0.73,4,3,2479.38,Premium,F,SI1
2945,0.33,5,8,985.33,Ideal,G,IF
2946,1.0,4,2,3877.6,Premium,G,SI2
2947,0.31,5,8,898.0,Ideal,G,IF
2948,0.56,5,5,1816.93,Ideal,E,VS2
2949,0.32,4,6,867.33,Premium,G,VVS2
2950,1.53,4,7,16601.0,Premium,G,WS1
2951,0.52,3,3,1168.33,Very Good,H,SI1
2952,0.42,5,7,1209.31,Ideal,G,WS1
2953,0.3,5,5,788.35,Ideal,D,VS2
2954,1.0,3,5,6015.74,Very Good,G,VS2
2955,0.44,2,5,1001.0,Good,E,VS2
2956,1.01,2,5,6419.0,Good,E,VS2
2957,0.31,5,4,425.67,Ideal,J,VS1
2958,2.28,4,2,17423.0,Premium,H,SI2
2959,0.5,4,5,1760.79,Premium,D,VS2
2960,0.5,5,6,2448.29,Ideal,E,VVS2
2961,0.36,3,3,678.0,Very Good,E,SI1
2962,0.7,5,3,2174.62,Ideal,H,SI1
2963,0.4,4,2,768.75,Premium,D,SI2
2964,0.52,2,5,1395.0,Good,G,VS2
2965,1.02,5,2,4224.2,Ideal,G,SI2
2966,0.76,3,6,3471.5,Very Good,G,VVS2
2967,2.03,5,2,12616.5,Ideal,I,SI2
2968,1.51,4,5,13923.8,Premium,F,VS2
2969,0.61,3,3,1777.5,Very Good,E,VS2
2970,1.0,4,5,6217.4,Premium,F,VS2
2971,1.07,4,2,4988.0,Premium,E,SI2
2972,1.21,3,4,8983.0,Very Good,F,VS1
2973,0.46,1,4,1179.0,Fair,G,VS1
2974,0.79,2,5,2328.25,Ideal,I,VS2
2975,0.32,5,6,850.7,Ideal,F,VVS2
2976,0.4,5,5,934.83,Ideal,F,VS2
2977,0.51,1,5,1597.25,Fair,E,VS2
2978,1.05,4,4,3957.0,Premium,J,VS1
2979,0.43,3,3,758.0,Very Good,H,SI1
2980,0.3,5,6,740.6,Ideal,G,VVS2
2981,1.51,4,3,11347.38,Premium,E,SI1
2982,1.54,5,5,8479.0,Ideal,I,VS2
2983,1.16,5,5,5252.67,Ideal,I,VS2
2984,1.01,4,3,5588.67,Premium,D,SI1
2985,1.01,3,5,4809.5,Very Good,I,VS2
2986,0.83,4,3,2719.0,Premium,H,SI1
2987,0.93,3,5,4488.0,Very Good,F,VS2
2988,1.2,3,2,5185.78,Very Good,G,SI2
2989,0.8,5,6,6004.0,Ideal,E,VVS2
2990,1.11,5,6,12016.0,Ideal,D,VVS2
2991,1.31,4,2,6000.8,Premium,H,SI2
2992,1.11,2,3,5602.0,Good,F,SI1
2993,1.1,2,2,4946.0,Good,D,SI2
2994,1.22,4,2,4989.25,Fair,I,SI2
2995,0.72,5,2,2312.09,Ideal,F,SI1
2996,1.09,4,5,4589.0,Premium,I,VS2
2997,1.05,3,3,4724.0,Very Good,G,SI1
2998,0.7,1,3,2236.0,Fair,G,SI1
2999,1.01,3,3,5076.48,Very Good,F,SI1
